date,product_id,product_name,product_category,purchase,add_to_cart,click,view
14122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,122,1188,6883,7719
14122024,DQProduk-007,Botol Minum DQLab,Merchandise,87,1039,5607,10360
14122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,132,1374,5897,9792
14122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,15,144,775,1133
14122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,57,624,3716,4729
14122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,38,376,1401,1891
14122024,DQProduk-013,Headset Kantor DQLab,Elektronik,61,716,3920,5569
14122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,40,396,2162,3452
14122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,10,98,375,467
14122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,10,98,375,467
14122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,33,284,1447,2568
14122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,57,625,3572,6083
14122024,DQProduk-018,Printer Mini DQLab,Elektronik,109,907,4143,4477
14122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,198,2096,8884,10867
14122024,DQProduk-020,Papan Klip DQLab,Perlengkapan Meja,4,36,134,256
14122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,68,657,3341,4655
14122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,64,642,2565,3767
14122024,DQProduk-024,Label Maker DQLab,Elektronik,42,395,1989,2732
14122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,100,1008,3067,3434
14122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,10,91,389,648
14122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,11,101,494,619
14122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,128,1069,3813,6937
14122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,21,241,899,1132
14122024,DQProduk-032,Timbangan Mini DQLab,Elektronik,16,175,628,831
14122024,DQProduk-034,Speaker Mini DQLab,Elektronik,3,36,128,141
15122024,DQProduk-001,Buku Agenda DQLab,Merchandise,68,768,4508,4930
15122024,DQProduk-002,Termos Logo DQLab,Merchandise,83,700,3063,4437
15122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,292,2693,14036,27760
15122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,8,70,409,572
15122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,169,1481,8452,9512
15122024,DQProduk-007,Botol Minum DQLab,Merchandise,67,547,3067,6090
15122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,127,1258,5157,7600
15122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,32,318,1665,2516
15122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,79,805,2811,4647
15122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,30,356,1255,1726
15122024,DQProduk-013,Headset Kantor DQLab,Elektronik,56,554,2355,3040
15122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,39,467,1810,3405
15122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,55,501,2674,4759
15122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,55,501,2674,4759
15122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,17,168,754,1176
15122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,81,832,4521,5886
15122024,DQProduk-018,Printer Mini DQLab,Elektronik,136,1453,5789,5951
15122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,122,1048,6268,10985
15122024,DQProduk-020,Papan Klip DQLab,Perlengkapan Meja,6,50,188,304
15122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,232,2240,9545,18987
15122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,33,368,1340,1547
15122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,29,336,1426,1585
15122024,DQProduk-024,Label Maker DQLab,Elektronik,69,621,2614,2945
15122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,249,2847,10817,11452
15122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,5,51,184,198
15122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,18,147,493,951
15122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,146,1587,5521,10214
15122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,74,728,3741,4582
15122024,DQProduk-032,Timbangan Mini DQLab,Elektronik,2,16,81,153
15122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,37,334,1504,2466
15122024,DQProduk-034,Speaker Mini DQLab,Elektronik,41,479,1601,2848
16122024,DQProduk-001,Buku Agenda DQLab,Merchandise,89,853,2840,5393
16122024,DQProduk-002,Termos Logo DQLab,Merchandise,21,221,995,1131
16122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,592,4990,19215,21491
16122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,1,10,36,67
16122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,4,36,176,202
16122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,141,1260,7087,8309
16122024,DQProduk-007,Botol Minum DQLab,Merchandise,77,697,2817,3941
16122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,148,1265,5744,11149
16122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,68,732,3047,5861
16122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,18,152,893,1722
16122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,33,327,1266,1840
16122024,DQProduk-013,Headset Kantor DQLab,Elektronik,48,550,2668,3784
16122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,82,748,2797,5110
16122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,19,157,494,502
16122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,19,157,494,502
16122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,18,216,879,986
16122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,31,315,1642,2858
16122024,DQProduk-018,Printer Mini DQLab,Elektronik,147,1515,5224,9080
16122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,212,2137,11359,21312
16122024,DQProduk-020,Papan Klip DQLab,Perlengkapan Meja,15,148,534,1068
16122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,397,4496,24747,48977
16122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,3,34,192,283
16122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,16,175,1018,1544
16122024,DQProduk-024,Label Maker DQLab,Elektronik,86,911,4433,5063
16122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,118,1359,5678,10685
16122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,15,149,576,676
16122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,28,280,1555,1747
16122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,260,2866,13744,22439
16122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,40,332,1833,1841
16122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,22,255,1228,2365
16122024,DQProduk-034,Speaker Mini DQLab,Elektronik,31,305,1740,2076
17122024,DQProduk-001,Buku Agenda DQLab,Merchandise,103,1131,6263,10366
17122024,DQProduk-002,Termos Logo DQLab,Merchandise,80,873,5054,7154
17122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,379,3325,18063,27813
17122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,33,310,1222,1671
17122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,4,47,36046,2320
17122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,189,1874,10014,14040
17122024,DQProduk-007,Botol Minum DQLab,Merchandise,49,422,1841,3517
17122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,209,2462,11203,15129
17122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,27,300,1265,2236
17122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,59,612,2570,4340
17122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,41,439,2039,3102
17122024,DQProduk-013,Headset Kantor DQLab,Elektronik,15,175,844,1545
17122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,64,591,2233,2896
17122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,4,43,234,433
17122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,4,43,234,433
17122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,60,584,3055,3655
17122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,15,173,1015,1245
17122024,DQProduk-018,Printer Mini DQLab,Elektronik,86,1017,5602,10821
17122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,89,1064,4388,7430
17122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,204,1858,8106,8923
17122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,27,290,1159,1468
17122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,70,657,3241,3562
17122024,DQProduk-024,Label Maker DQLab,Elektronik,115,1132,4390,5356
17122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,209,2048,11273,19482
17122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,14,126,611,811
17122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,25,248,804,915
17122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,34,400,1390,1573
17122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,133,1224,3956,6300
17122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,56,527,2676,4961
17122024,DQProduk-032,Timbangan Mini DQLab,Elektronik,1,9,53,93
17122024,DQProduk-034,Speaker Mini DQLab,Elektronik,3,28,91,179
17122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,8,79,346,533
17122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,8,79,346,533
18122024,DQProduk-001,Buku Agenda DQLab,Merchandise,33,318,1586,2234
18122024,DQProduk-002,Termos Logo DQLab,Merchandise,49,554,2278,3365
18122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,198,1799,9702,10118
18122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,7,62,190,335
18122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,14,161,850,1240
18122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,220,2592,12206,19807
18122024,DQProduk-007,Botol Minum DQLab,Merchandise,41,473,2716,3496
18122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,111,1012,6059,11674
18122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,20,215,804,1237
18122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,45,512,2301,2524
18122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,11,131,691,1201
18122024,DQProduk-013,Headset Kantor DQLab,Elektronik,69,586,3146,6031
18122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,63,558,2277,3221
18122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,37,342,1850,3382
18122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,37,342,1850,3382
18122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,28,295,1343,1917
18122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,104,945,5516,5820
18122024,DQProduk-018,Printer Mini DQLab,Elektronik,120,1403,4837,8013
18122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,62,706,2947,5821
18122024,DQProduk-020,Papan Klip DQLab,Perlengkapan Meja,18,206,862,1511
18122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,45,376,1388,2315
18122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,35,368,1624,1854
18122024,DQProduk-024,Label Maker DQLab,Elektronik,41,388,1287,1626
18122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,240,2172,11976,16287
18122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,57,614,2059,3474
18122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,106,968,4682,6803
18122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,34,396,2370,3768
18122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,20,212,954,1695
18122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,18,196,757,1027
18122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,18,196,757,1027
19122024,DQProduk-001,Buku Agenda DQLab,Merchandise,108,1288,4285,8185
19122024,DQProduk-002,Termos Logo DQLab,Merchandise,52,576,3027,4388
19122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,289,2609,13699,26335
19122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,4,37,179,264
19122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,132,1135,5444,10065
19122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,155,1716,8740,16196
19122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,13,141,687,1319
19122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,11,118,605,785
19122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,7,71,365,553
19122024,DQProduk-013,Headset Kantor DQLab,Elektronik,78,829,2741,4013
19122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,71,716,3915,4540
19122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,16,183,677,1206
19122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,16,183,677,1206
19122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,36,300,1615,2689
19122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,41,440,1750,2739
19122024,DQProduk-018,Printer Mini DQLab,Elektronik,128,1430,6441,8494
19122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,112,1115,5235,8611
19122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,96,815,4450,8618
19122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,4,44,180,263
19122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,6,65,360,398
19122024,DQProduk-024,Label Maker DQLab,Elektronik,27,303,998,1809
19122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,100,979,5329,6248
19122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,8,81,380,618
19122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,74,718,3510,5815
19122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,7,68,344,566
19122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,148,1203,6850,9668
19122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,24,195,615,1208
19122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,12,136,474,942
19122024,DQProduk-034,Speaker Mini DQLab,Elektronik,19,179,546,951
19122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,9,78,423,550
19122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,9,78,423,550
20122024,DQProduk-001,Buku Agenda DQLab,Merchandise,62,567,2843,4460
20122024,DQProduk-002,Termos Logo DQLab,Merchandise,40,329,1950,3794
20122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,345,3146,11016,18151
20122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,32,331,1661,2788
20122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,3,33,180,273
20122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,45,507,2543,2872
20122024,DQProduk-007,Botol Minum DQLab,Merchandise,100,942,2964,3138
20122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,103,1106,6075,8985
20122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,21,179,597,1116
20122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,11,97,424,565
20122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,34,310,974,1606
20122024,DQProduk-013,Headset Kantor DQLab,Elektronik,45,383,1462,2086
20122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,198,2201,10555,12415
20122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,21,193,1099,2044
20122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,21,193,1099,2044
20122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,41,482,1830,3125
20122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,9,93,354,366
20122024,DQProduk-018,Printer Mini DQLab,Elektronik,91,1068,3376,4564
20122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,321,2640,14497,28751
20122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,86,951,5495,8443
20122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,16,174,757,1472
20122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,30,308,1408,2636
20122024,DQProduk-024,Label Maker DQLab,Elektronik,45,379,1667,2954
20122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,225,1926,7898,15290
20122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,11,132,627,750
20122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,23,259,938,1299
20122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,16,140,770,932
20122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,211,2269,12945,16292
20122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,29,326,1137,1753
20122024,DQProduk-032,Timbangan Mini DQLab,Elektronik,9,83,454,581
20122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,14,161,723,1045
20122024,DQProduk-034,Speaker Mini DQLab,Elektronik,10,111,372,531
20122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,7,81,148732,13056
20122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,7,81,148732,13056
21122024,DQProduk-001,Buku Agenda DQLab,Merchandise,24,219,681,1349
21122024,DQProduk-002,Termos Logo DQLab,Merchandise,50,413,1536,1629
21122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,350,3420,18337,18418
21122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,17,183,1060,1631
21122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,8,80,258,325
21122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,152,1266,5715,10123
21122024,DQProduk-007,Botol Minum DQLab,Merchandise,69,582,2433,3906
21122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,160,1744,9860,16025
21122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,48,552,2057,2657
21122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,37,411,2449,4745
21122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,86,869,3690,7339
21122024,DQProduk-013,Headset Kantor DQLab,Elektronik,59,483,1484,2155
21122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,77,867,4702,7244
21122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,22,225,1074,2058
21122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,22,225,1074,2058
21122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,18,209,674,1322
21122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,71,830,3032,4016
21122024,DQProduk-018,Printer Mini DQLab,Elektronik,120,1319,5973,10550
21122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,317,3466,13506,22963
21122024,DQProduk-020,Papan Klip DQLab,Perlengkapan Meja,8,78,424,675
21122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,202,2092,11515,13933
21122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,27,238,1336,2179
21122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,35,336,1285,2447
21122024,DQProduk-024,Label Maker DQLab,Elektronik,33,369,1481,2662
21122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,150,1287,6592,9497
21122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,11,108,502,513
21122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,21,180,544,758
21122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,7,71,350,687
21122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,153,1268,4651,7342
21122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,27,243,1161,1580
21122024,DQProduk-032,Timbangan Mini DQLab,Elektronik,10,91,471,733
21122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,7,64,257,284
21122024,DQProduk-034,Speaker Mini DQLab,Elektronik,55,510,2975,3662
22122024,DQProduk-001,Buku Agenda DQLab,Merchandise,64,595,2373,3300
22122024,DQProduk-002,Termos Logo DQLab,Merchandise,26,251,767,888
22122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,376,4490,24270,33657
22122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,7,65,330,620
22122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,29,289,1499,1867
22122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,195,2118,12685,21802
22122024,DQProduk-007,Botol Minum DQLab,Merchandise,90,1055,3536,5376
22122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,152,1449,8679,14441
22122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,40,476,1815,3054
22122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,119,1351,6114,10215
22122024,DQProduk-013,Headset Kantor DQLab,Elektronik,23,263,1137,1409
22122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,63,606,2879,5180
22122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,29,239,951,1643
22122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,29,239,951,1643
22122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,17,172,901,1357
22122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,31,301,1310,1701
22122024,DQProduk-018,Printer Mini DQLab,Elektronik,37,409,1305,2308
22122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,195,1705,5387,6718
22122024,DQProduk-020,Papan Klip DQLab,Perlengkapan Meja,23,195,912,1646
22122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,119,1045,3555,3726
22122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,30,283,940,1633
22122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,29,289,1547,2883
22122024,DQProduk-024,Label Maker DQLab,Elektronik,59,533,2553,4493
22122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,114,1082,3579,4930
22122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,28,332,1592,2677
22122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,10,99,454,641
22122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,17,154,530,675
22122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,179,1657,5741,10382
22122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,70,678,2098,3961
22122024,DQProduk-032,Timbangan Mini DQLab,Elektronik,13,144,553,664
22122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,10,104,495,568
22122024,DQProduk-034,Speaker Mini DQLab,Elektronik,34,404,1569,1818
22122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,18,206,1061,1561
22122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,18,206,1061,1561
23122024,DQProduk-001,Buku Agenda DQLab,Merchandise,74,672,3961,4077
23122024,DQProduk-002,Termos Logo DQLab,Merchandise,49,481,1567,2121
23122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,255,2427,11046,11977
23122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,23,222,1292,1391
23122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,17,162,526,636
23122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,86,905,3439,5955
23122024,DQProduk-007,Botol Minum DQLab,Merchandise,110,1191,7069,12705
23122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,267,2271,11627,22730
23122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,16,154,812,1342
23122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,18,170,768,980
23122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,57,506,2536,4193
23122024,DQProduk-013,Headset Kantor DQLab,Elektronik,37,349,1283,2534
23122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,175,1799,7928,12196
23122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,46,518,1869,3214
23122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,46,518,1869,3214
23122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,89,786,4644,8344
23122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,83,837,2911,3619
23122024,DQProduk-018,Printer Mini DQLab,Elektronik,148,1214,6063,7956
23122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,198,1923,5779,9814
23122024,DQProduk-021,Kalkulator Besar DQLab,Elektronik,209,2127,11446,15956
23122024,DQProduk-022,Map Eksklusif DQLab,Organisasi,12,112,482,651
23122024,DQProduk-023,Tempat Kartu DQLab,Merchandise,43,411,1620,1868
23122024,DQProduk-024,Label Maker DQLab,Elektronik,25,266,870,1621
23122024,DQProduk-025,Tipe-X Roller DQLab,Alat Tulis,110,1110,4901,8828
23122024,DQProduk-026,Stempel + Tinta DQLab,Elektronik,8,71,366,627
23122024,DQProduk-027,Staples + Box DQLab,Perlengkapan Meja,30,280,1419,1637
23122024,DQProduk-029,Gantungan Kunci DQLab,Merchandise,43,450,2605,4749
23122024,DQProduk-030,Powerbank Logo DQLab,Elektronik,101,834,3218,3886
23122024,DQProduk-031,Lakban + Cutter DQLab,Pengemasan,66,752,3223,3347
23122024,DQProduk-033,Tumbler Logo DQLab,Merchandise,17,158,554,577
23122024,DQProduk-034,Speaker Mini DQLab,Elektronik,30,345,1806,2809
23122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,13,147,660,1200
23122024,DQProduk-035,Kartu Ucapan DQLab,Kertas & Cetak,13,147,660,1200
24122024,DQProduk-001,Buku Agenda DQLab,Merchandise,131,1200,4832,8937
24122024,DQProduk-002,Termos Logo DQLab,Merchandise,38,322,1483,2889
24122024,DQProduk-003,Sticky Notes DQLab,Alat Tulis,360,3807,13337,21295
24122024,DQProduk-004,Notebook A5 DQLab,Buku Catatan,64,681,3270,4737
24122024,DQProduk-005,Dompet Kartu DQLab,Merchandise,38,443,1353,1873
24122024,DQProduk-006,Earphone Kantor DQLab,Elektronik,186,2019,9040,12226
24122024,DQProduk-007,Botol Minum DQLab,Merchandise,125,1116,3906,6100
24122024,DQProduk-008,Kartu Nama DQLab,Kertas & Cetak,431,4510,19688,26656
24122024,DQProduk-009,Pulpen Metal DQLab,Alat Tulis,13,127,417,717
24122024,DQProduk-010,Kotak Serbaguna DQLab,Organisasi,66,624,2419,3096
24122024,DQProduk-011,Bingkai Sertifikat DQLab,Perlengkapan Meja,100,804,2727,4600
24122024,DQProduk-013,Headset Kantor DQLab,Elektronik,29,321,1163,1700
24122024,DQProduk-014,Label Nama DQLab,Kertas & Cetak,135,1203,5397,8181
24122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,20,202,869,1598
24122024,DQProduk-015,Mousepad Custom DQLab,Merchandise,20,202,869,1598
24122024,DQProduk-016,Set Pulpen DQLab,Alat Tulis,128,1310,6502,7248
24122024,DQProduk-017,Set Tulis Eksekutif DQLab,Merchandise,43,363,1553,2485
24122024,DQProduk-018,Printer Mini DQLab,Elektronik,273,2330,10646,15165
24122024,DQProduk-019,Kertas Warna DQLab,Kertas & Cetak,278,2763,9858,16323
