stock_id,date,product_name,product_category,unit_sold,price,cost,stock_available
DQ-PM-SBD,1/8/2025,Staples + Box DQLab,Perlengkapan Meja,23,74850,59850,74
DQ-M-GKD,1/8/2025,Gantungan Kunci DQLab,Merchandise,14,299850,134850,66
DQ-E-PLD,1/8/2025,Powerbank Logo DQLab,Elektronik,62,299850,269850,151
DQ-P-LCD,1/8/2025,Lakban + Cutter DQLab,Pengemasan,8,134850,119850,91
DQ-M-TLD,1/8/2025,Tumbler Logo DQLab,Merchandise,10,194850,164850,68
DQ-KC-KUD,1/8/2025,Kartu Ucapan DQLab,Kertas & Cetak,8,119850,59850,81
DQ-KC-KUD,1/8/2025,Kartu Ucapan DQLab,Kertas & Cetak,8,119850,59850,81
DQ-M-BAD,1/9/2025,Buku Agenda DQLab,Merchandise,14,239850,149850,55
DQ-AT-SND,1/9/2025,Sticky Notes DQLab,Alat Tulis,41,59850,29850,114
DQ-E-EKD,1/9/2025,Earphone Kantor DQLab,Elektronik,118,224850,104850,129
DQ-M-BMD,1/9/2025,Botol Minum DQLab,Merchandise,22,239850,179850,55
DQ-KC-KND,1/9/2025,Kartu Nama DQLab,Kertas & Cetak,140,104850,59850,236
DQ-O-KSD,1/9/2025,Kotak Serbaguna DQLab,Organisasi,21,224850,164850,96
DQ-PM-BSD,1/9/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,22,314850,164850,69
DQ-E-HKD,1/9/2025,Headset Kantor DQLab,Elektronik,115,314850,224850,155
DQ-KC-LND,1/9/2025,Label Nama DQLab,Kertas & Cetak,74,164850,89850,109
DQ-M-MCD,1/9/2025,Mousepad Custom DQLab,Merchandise,18,89850,59850,56
DQ-M-MCD,1/9/2025,Mousepad Custom DQLab,Merchandise,18,89850,59850,56
DQ-AT-SPD,1/9/2025,Set Pulpen DQLab,Alat Tulis,26,149850,44850,102
DQ-M-STED,1/9/2025,Set Tulis Eksekutif DQLab,Merchandise,32,299850,209850,119
DQ-E-PMD,1/9/2025,Printer Mini DQLab,Elektronik,48,599850,524850,82
DQ-KC-KWD,1/9/2025,Kertas Warna DQLab,Kertas & Cetak,22,239850,209850,79
DQ-E-KBD,1/9/2025,Kalkulator Besar DQLab,Elektronik,24,149850,104850,98
DQ-E-LMD,1/9/2025,Label Maker DQLab,Elektronik,24,299850,224850,86
DQ-AT-TRD,1/9/2025,Tipe-X Roller DQLab,Alat Tulis,114,44850,29850,190
DQ-PM-SBD,1/9/2025,Staples + Box DQLab,Perlengkapan Meja,7,74850,59850,106
DQ-M-GKD,1/9/2025,Gantungan Kunci DQLab,Merchandise,18,299850,134850,45
DQ-E-PLD,1/9/2025,Powerbank Logo DQLab,Elektronik,107,299850,269850,125
DQ-P-LCD,1/9/2025,Lakban + Cutter DQLab,Pengemasan,59,134850,119850,106
DQ-E-SMD,1/9/2025,Speaker Mini DQLab,Elektronik,4,389850,314850,100
DQ-KC-KUD,1/9/2025,Kartu Ucapan DQLab,Kertas & Cetak,10,119850,59850,40
DQ-KC-KUD,1/9/2025,Kartu Ucapan DQLab,Kertas & Cetak,10,119850,59850,40
DQ-M-BAD,1/10/2025,Buku Agenda DQLab,Merchandise,29,239850,149850,103
DQ-M-TLD,1/10/2025,Termos Logo DQLab,Merchandise,32,194850,149850,62
DQ-AT-SND,1/10/2025,Sticky Notes DQLab,Alat Tulis,177,59850,29850,213
DQ-BC-NAD,1/10/2025,Notebook A5 DQLab,Buku Catatan,8,194850,149850,87
DQ-E-EKD,1/10/2025,Earphone Kantor DQLab,Elektronik,158,224850,104850,211
DQ-M-BMD,1/10/2025,Botol Minum DQLab,Merchandise,11,239850,179850,48
DQ-KC-KND,1/10/2025,Kartu Nama DQLab,Kertas & Cetak,93,104850,59850,147
DQ-O-KSD,1/10/2025,Kotak Serbaguna DQLab,Organisasi,42,224850,164850,68
DQ-PM-BSD,1/10/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,13,314850,164850,62
DQ-E-HKD,1/10/2025,Headset Kantor DQLab,Elektronik,44,314850,224850,56
DQ-KC-LND,1/10/2025,Label Nama DQLab,Kertas & Cetak,45,164850,89850,130
DQ-M-MCD,1/10/2025,Mousepad Custom DQLab,Merchandise,17,89850,59850,102
DQ-M-MCD,1/10/2025,Mousepad Custom DQLab,Merchandise,17,89850,59850,102
DQ-AT-SPD,1/10/2025,Set Pulpen DQLab,Alat Tulis,20,149850,44850,95
DQ-M-STED,1/10/2025,Set Tulis Eksekutif DQLab,Merchandise,12,299850,209850,67
DQ-E-PMD,1/10/2025,Printer Mini DQLab,Elektronik,70,599850,524850,165
DQ-KC-KWD,1/10/2025,Kertas Warna DQLab,Kertas & Cetak,106,239850,209850,202
DQ-PM-PKD,1/10/2025,Papan Klip DQLab,Perlengkapan Meja,9,374850,134850,48
DQ-E-KBD,1/10/2025,Kalkulator Besar DQLab,Elektronik,22,149850,104850,100
DQ-O-MED,1/10/2025,Map Eksklusif DQLab,Organisasi,17,299850,209850,35
DQ-M-TKD,1/10/2025,Tempat Kartu DQLab,Merchandise,8,149850,74850,102
DQ-E-LMD,1/10/2025,Label Maker DQLab,Elektronik,24,299850,224850,44
DQ-AT-TRD,1/10/2025,Tipe-X Roller DQLab,Alat Tulis,158,44850,29850,236
DQ-E-STD,1/10/2025,Stempel + Tinta DQLab,Elektronik,13,374850,314850,88
DQ-PM-SBD,1/10/2025,Staples + Box DQLab,Perlengkapan Meja,14,74850,59850,111
DQ-E-PLD,1/10/2025,Powerbank Logo DQLab,Elektronik,36,299850,269850,76
DQ-P-LCD,1/10/2025,Lakban + Cutter DQLab,Pengemasan,6,134850,119850,48
DQ-E-TMD,1/10/2025,Timbangan Mini DQLab,Elektronik,11,224850,179850,59
DQ-M-TLD,1/10/2025,Tumbler Logo DQLab,Merchandise,11,194850,164850,66
DQ-E-SMD,1/10/2025,Speaker Mini DQLab,Elektronik,6,389850,314850,52
DQ-KC-KUD,1/10/2025,Kartu Ucapan DQLab,Kertas & Cetak,11,119850,59850,80
DQ-KC-KUD,1/10/2025,Kartu Ucapan DQLab,Kertas & Cetak,11,119850,59850,80
DQ-M-BAD,1/11/2025,Buku Agenda DQLab,Merchandise,22,239850,149850,62
DQ-M-TLD,1/11/2025,Termos Logo DQLab,Merchandise,99,194850,149850,119
DQ-AT-SND,1/11/2025,Sticky Notes DQLab,Alat Tulis,167,59850,29850,263
DQ-M-DKD,1/11/2025,Dompet Kartu DQLab,Merchandise,5,149850,119850,16
DQ-E-EKD,1/11/2025,Earphone Kantor DQLab,Elektronik,138,224850,104850,174
DQ-M-BMD,1/11/2025,Botol Minum DQLab,Merchandise,38,239850,179850,49
DQ-KC-KND,1/11/2025,Kartu Nama DQLab,Kertas & Cetak,112,104850,59850,142
DQ-O-KSD,1/11/2025,Kotak Serbaguna DQLab,Organisasi,24,224850,164850,91
DQ-PM-BSD,1/11/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,18,314850,164850,32
DQ-E-HKD,1/11/2025,Headset Kantor DQLab,Elektronik,59,314850,224850,120
DQ-KC-LND,1/11/2025,Label Nama DQLab,Kertas & Cetak,49,164850,89850,103
DQ-M-MCD,1/11/2025,Mousepad Custom DQLab,Merchandise,11,89850,59850,105
DQ-M-MCD,1/11/2025,Mousepad Custom DQLab,Merchandise,11,89850,59850,105
DQ-AT-SPD,1/11/2025,Set Pulpen DQLab,Alat Tulis,52,149850,44850,81
DQ-M-STED,1/11/2025,Set Tulis Eksekutif DQLab,Merchandise,7,299850,209850,77
DQ-E-PMD,1/11/2025,Printer Mini DQLab,Elektronik,29,599850,524850,76
DQ-KC-KWD,1/11/2025,Kertas Warna DQLab,Kertas & Cetak,176,239850,209850,205
DQ-PM-PKD,1/11/2025,Papan Klip DQLab,Perlengkapan Meja,9,374850,134850,43
DQ-E-KBD,1/11/2025,Kalkulator Besar DQLab,Elektronik,19,149850,104850,30
DQ-M-TKD,1/11/2025,Tempat Kartu DQLab,Merchandise,19,149850,74850,60
DQ-E-LMD,1/11/2025,Label Maker DQLab,Elektronik,29,299850,224850,64
DQ-AT-TRD,1/11/2025,Tipe-X Roller DQLab,Alat Tulis,121,44850,29850,200
DQ-PM-SBD,1/11/2025,Staples + Box DQLab,Perlengkapan Meja,42,74850,59850,92
DQ-M-GKD,1/11/2025,Gantungan Kunci DQLab,Merchandise,4,299850,134850,80
DQ-E-PLD,1/11/2025,Powerbank Logo DQLab,Elektronik,77,299850,269850,87
DQ-P-LCD,1/11/2025,Lakban + Cutter DQLab,Pengemasan,42,134850,119850,102
DQ-M-BAD,1/12/2025,Buku Agenda DQLab,Merchandise,26,239850,149850,40
DQ-M-TLD,1/12/2025,Termos Logo DQLab,Merchandise,46,194850,149850,68
DQ-AT-SND,1/12/2025,Sticky Notes DQLab,Alat Tulis,407,59850,29850,435
DQ-BC-NAD,1/12/2025,Notebook A5 DQLab,Buku Catatan,3,194850,149850,24
DQ-M-DKD,1/12/2025,Dompet Kartu DQLab,Merchandise,7,149850,119850,64
DQ-E-EKD,1/12/2025,Earphone Kantor DQLab,Elektronik,78,224850,104850,112
DQ-M-BMD,1/12/2025,Botol Minum DQLab,Merchandise,32,239850,179850,98
DQ-KC-KND,1/12/2025,Kartu Nama DQLab,Kertas & Cetak,130,104850,59850,174
DQ-O-KSD,1/12/2025,Kotak Serbaguna DQLab,Organisasi,51,224850,164850,136
DQ-PM-BSD,1/12/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,52,314850,164850,66
DQ-E-HKD,1/12/2025,Headset Kantor DQLab,Elektronik,16,314850,224850,47
DQ-KC-LND,1/12/2025,Label Nama DQLab,Kertas & Cetak,152,164850,89850,238
DQ-M-MCD,1/12/2025,Mousepad Custom DQLab,Merchandise,18,89850,59850,84
DQ-M-MCD,1/12/2025,Mousepad Custom DQLab,Merchandise,18,89850,59850,84
DQ-AT-SPD,1/12/2025,Set Pulpen DQLab,Alat Tulis,12,149850,44850,68
DQ-M-STED,1/12/2025,Set Tulis Eksekutif DQLab,Merchandise,13,299850,209850,76
DQ-E-PMD,1/12/2025,Printer Mini DQLab,Elektronik,164,599850,524850,176
DQ-KC-KWD,1/12/2025,Kertas Warna DQLab,Kertas & Cetak,137,239850,209850,199
DQ-E-KBD,1/12/2025,Kalkulator Besar DQLab,Elektronik,38,149850,104850,131
DQ-M-TKD,1/12/2025,Tempat Kartu DQLab,Merchandise,29,149850,74850,69
DQ-E-LMD,1/12/2025,Label Maker DQLab,Elektronik,44,299850,224850,122
DQ-AT-TRD,1/12/2025,Tipe-X Roller DQLab,Alat Tulis,163,44850,29850,260
DQ-E-STD,1/12/2025,Stempel + Tinta DQLab,Elektronik,15,374850,314850,57
DQ-PM-SBD,1/12/2025,Staples + Box DQLab,Perlengkapan Meja,35,74850,59850,116
DQ-E-PLD,1/12/2025,Powerbank Logo DQLab,Elektronik,130,299850,269850,227
DQ-P-LCD,1/12/2025,Lakban + Cutter DQLab,Pengemasan,21,134850,119850,80
DQ-E-SMD,1/12/2025,Speaker Mini DQLab,Elektronik,25,389850,314850,118
DQ-M-BAD,1/13/2025,Buku Agenda DQLab,Merchandise,61,239850,149850,86
DQ-M-TLD,1/13/2025,Termos Logo DQLab,Merchandise,123,194850,149850,208
DQ-AT-SND,1/13/2025,Sticky Notes DQLab,Alat Tulis,398,59850,29850,484
DQ-M-DKD,1/13/2025,Dompet Kartu DQLab,Merchandise,11,149850,119850,59
DQ-E-EKD,1/13/2025,Earphone Kantor DQLab,Elektronik,103,224850,104850,201
DQ-M-BMD,1/13/2025,Botol Minum DQLab,Merchandise,77,239850,179850,132
DQ-KC-KND,1/13/2025,Kartu Nama DQLab,Kertas & Cetak,398,104850,59850,495
DQ-AT-PMD,1/13/2025,Pulpen Metal DQLab,Alat Tulis,23,164850,149850,79
DQ-O-KSD,1/13/2025,Kotak Serbaguna DQLab,Organisasi,54,224850,164850,107
DQ-PM-BSD,1/13/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,71,314850,164850,89
DQ-E-HKD,1/13/2025,Headset Kantor DQLab,Elektronik,46,314850,224850,142
DQ-KC-LND,1/13/2025,Label Nama DQLab,Kertas & Cetak,161,164850,89850,220
DQ-M-MCD,1/13/2025,Mousepad Custom DQLab,Merchandise,11,89850,59850,97
DQ-M-MCD,1/13/2025,Mousepad Custom DQLab,Merchandise,11,89850,59850,97
DQ-AT-SPD,1/13/2025,Set Pulpen DQLab,Alat Tulis,33,149850,44850,102
DQ-M-STED,1/13/2025,Set Tulis Eksekutif DQLab,Merchandise,8,299850,209850,32
DQ-E-PMD,1/13/2025,Printer Mini DQLab,Elektronik,64,599850,524850,109
DQ-KC-KWD,1/13/2025,Kertas Warna DQLab,Kertas & Cetak,259,239850,209850,331
DQ-PM-PKD,1/13/2025,Papan Klip DQLab,Perlengkapan Meja,6,374850,134850,84
DQ-E-KBD,1/13/2025,Kalkulator Besar DQLab,Elektronik,197,149850,104850,292
DQ-O-MED,1/13/2025,Map Eksklusif DQLab,Organisasi,28,299850,209850,117
DQ-M-TKD,1/13/2025,Tempat Kartu DQLab,Merchandise,56,149850,74850,106
DQ-E-LMD,1/13/2025,Label Maker DQLab,Elektronik,142,299850,224850,225
DQ-AT-TRD,1/13/2025,Tipe-X Roller DQLab,Alat Tulis,194,44850,29850,227
DQ-E-STD,1/13/2025,Stempel + Tinta DQLab,Elektronik,14,374850,314850,105
DQ-PM-SBD,1/13/2025,Staples + Box DQLab,Perlengkapan Meja,27,74850,59850,85
DQ-M-GKD,1/13/2025,Gantungan Kunci DQLab,Merchandise,7,299850,134850,34
DQ-E-PLD,1/13/2025,Powerbank Logo DQLab,Elektronik,96,299850,269850,112
DQ-P-LCD,1/13/2025,Lakban + Cutter DQLab,Pengemasan,43,134850,119850,56
DQ-E-TMD,1/13/2025,Timbangan Mini DQLab,Elektronik,10,224850,179850,109
DQ-M-TLD,1/13/2025,Tumbler Logo DQLab,Merchandise,5,194850,164850,83
DQ-E-SMD,1/13/2025,Speaker Mini DQLab,Elektronik,18,389850,314850,87
DQ-KC-KUD,1/13/2025,Kartu Ucapan DQLab,Kertas & Cetak,4,119850,59850,68
DQ-KC-KUD,1/13/2025,Kartu Ucapan DQLab,Kertas & Cetak,4,119850,59850,68
DQ-M-BAD,1/14/2025,Buku Agenda DQLab,Merchandise,71,239850,149850,96
DQ-M-TLD,1/14/2025,Termos Logo DQLab,Merchandise,63,194850,149850,162
DQ-AT-SND,1/14/2025,Sticky Notes DQLab,Alat Tulis,450,59850,29850,541
DQ-M-DKD,1/14/2025,Dompet Kartu DQLab,Merchandise,9,149850,119850,47
DQ-E-EKD,1/14/2025,Earphone Kantor DQLab,Elektronik,84,224850,104850,116
DQ-M-BMD,1/14/2025,Botol Minum DQLab,Merchandise,83,239850,179850,106
DQ-KC-KND,1/14/2025,Kartu Nama DQLab,Kertas & Cetak,343,104850,59850,431
DQ-AT-PMD,1/14/2025,Pulpen Metal DQLab,Alat Tulis,14,164850,149850,72
DQ-O-KSD,1/14/2025,Kotak Serbaguna DQLab,Organisasi,53,224850,164850,95
DQ-PM-BSD,1/14/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,19,314850,164850,53
DQ-E-HKD,1/14/2025,Headset Kantor DQLab,Elektronik,75,314850,224850,105
DQ-KC-LND,1/14/2025,Label Nama DQLab,Kertas & Cetak,63,164850,89850,89
DQ-M-MCD,1/14/2025,Mousepad Custom DQLab,Merchandise,35,89850,59850,67
DQ-M-MCD,1/14/2025,Mousepad Custom DQLab,Merchandise,35,89850,59850,67
DQ-AT-SPD,1/14/2025,Set Pulpen DQLab,Alat Tulis,57,149850,44850,123
DQ-M-STED,1/14/2025,Set Tulis Eksekutif DQLab,Merchandise,26,299850,209850,116
DQ-E-PMD,1/14/2025,Printer Mini DQLab,Elektronik,117,599850,524850,184
DQ-KC-KWD,1/14/2025,Kertas Warna DQLab,Kertas & Cetak,348,239850,209850,371
DQ-PM-PKD,1/14/2025,Papan Klip DQLab,Perlengkapan Meja,8,374850,134850,37
DQ-E-KBD,1/14/2025,Kalkulator Besar DQLab,Elektronik,250,149850,104850,289
DQ-O-MED,1/14/2025,Map Eksklusif DQLab,Organisasi,9,299850,209850,37
DQ-M-TKD,1/14/2025,Tempat Kartu DQLab,Merchandise,138,149850,74850,200
DQ-E-LMD,1/14/2025,Label Maker DQLab,Elektronik,53,299850,224850,118
DQ-AT-TRD,1/14/2025,Tipe-X Roller DQLab,Alat Tulis,232,44850,29850,318
DQ-E-STD,1/14/2025,Stempel + Tinta DQLab,Elektronik,6,374850,314850,97
DQ-PM-SBD,1/14/2025,Staples + Box DQLab,Perlengkapan Meja,40,74850,59850,72
DQ-M-GKD,1/14/2025,Gantungan Kunci DQLab,Merchandise,44,299850,134850,115
DQ-E-PLD,1/14/2025,Powerbank Logo DQLab,Elektronik,142,299850,269850,184
DQ-P-LCD,1/14/2025,Lakban + Cutter DQLab,Pengemasan,44,134850,119850,71
DQ-M-TLD,1/14/2025,Tumbler Logo DQLab,Merchandise,19,194850,164850,101
DQ-E-SMD,1/14/2025,Speaker Mini DQLab,Elektronik,20,389850,314850,62
DQ-KC-KUD,1/14/2025,Kartu Ucapan DQLab,Kertas & Cetak,33,119850,59850,74
DQ-KC-KUD,1/14/2025,Kartu Ucapan DQLab,Kertas & Cetak,33,119850,59850,74
DQ-M-BAD,1/15/2025,Buku Agenda DQLab,Merchandise,38,239850,149850,108
DQ-M-TLD,1/15/2025,Termos Logo DQLab,Merchandise,46,194850,149850,109
DQ-AT-SND,1/15/2025,Sticky Notes DQLab,Alat Tulis,157,59850,29850,183
DQ-M-DKD,1/15/2025,Dompet Kartu DQLab,Merchandise,9,149850,119850,37
DQ-E-EKD,1/15/2025,Earphone Kantor DQLab,Elektronik,112,224850,104850,191
DQ-M-BMD,1/15/2025,Botol Minum DQLab,Merchandise,25,239850,179850,68
DQ-KC-KND,1/15/2025,Kartu Nama DQLab,Kertas & Cetak,132,104850,59850,225
DQ-AT-PMD,1/15/2025,Pulpen Metal DQLab,Alat Tulis,12,164850,149850,46
DQ-O-KSD,1/15/2025,Kotak Serbaguna DQLab,Organisasi,43,224850,164850,120
DQ-PM-BSD,1/15/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,24,314850,164850,107
DQ-E-HKD,1/15/2025,Headset Kantor DQLab,Elektronik,41,314850,224850,124
DQ-KC-LND,1/15/2025,Label Nama DQLab,Kertas & Cetak,57,164850,89850,154
DQ-M-MCD,1/15/2025,Mousepad Custom DQLab,Merchandise,26,89850,59850,120
DQ-M-MCD,1/15/2025,Mousepad Custom DQLab,Merchandise,26,89850,59850,120
DQ-AT-SPD,1/15/2025,Set Pulpen DQLab,Alat Tulis,24,149850,44850,44
DQ-M-STED,1/15/2025,Set Tulis Eksekutif DQLab,Merchandise,23,299850,209850,48
DQ-E-PMD,1/15/2025,Printer Mini DQLab,Elektronik,115,599850,524850,214
DQ-KC-KWD,1/15/2025,Kertas Warna DQLab,Kertas & Cetak,98,239850,209850,168
DQ-PM-PKD,1/15/2025,Papan Klip DQLab,Perlengkapan Meja,22,374850,134850,111
DQ-E-KBD,1/15/2025,Kalkulator Besar DQLab,Elektronik,12,149850,104850,28
DQ-O-MED,1/15/2025,Map Eksklusif DQLab,Organisasi,22,299850,209850,47
DQ-M-TKD,1/15/2025,Tempat Kartu DQLab,Merchandise,14,149850,74850,39
DQ-E-LMD,1/15/2025,Label Maker DQLab,Elektronik,42,299850,224850,91
DQ-AT-TRD,1/15/2025,Tipe-X Roller DQLab,Alat Tulis,71,44850,29850,92
DQ-E-PLD,1/15/2025,Powerbank Logo DQLab,Elektronik,86,299850,269850,130
DQ-P-LCD,1/15/2025,Lakban + Cutter DQLab,Pengemasan,42,134850,119850,72
DQ-M-TLD,1/15/2025,Tumbler Logo DQLab,Merchandise,10,194850,164850,69
DQ-E-SMD,1/15/2025,Speaker Mini DQLab,Elektronik,14,389850,314850,66
DQ-M-BAD,1/16/2025,Buku Agenda DQLab,Merchandise,86,239850,149850,112
DQ-M-TLD,1/16/2025,Termos Logo DQLab,Merchandise,22,194850,149850,63
DQ-AT-SND,1/16/2025,Sticky Notes DQLab,Alat Tulis,206,59850,29850,256
DQ-M-DKD,1/16/2025,Dompet Kartu DQLab,Merchandise,11,149850,119850,26
DQ-E-EKD,1/16/2025,Earphone Kantor DQLab,Elektronik,108,224850,104850,205
DQ-M-BMD,1/16/2025,Botol Minum DQLab,Merchandise,44,239850,179850,80
DQ-KC-KND,1/16/2025,Kartu Nama DQLab,Kertas & Cetak,89,104850,59850,118
DQ-O-KSD,1/16/2025,Kotak Serbaguna DQLab,Organisasi,23,224850,164850,57
DQ-PM-BSD,1/16/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,30,314850,164850,105
DQ-E-HKD,1/16/2025,Headset Kantor DQLab,Elektronik,47,314850,224850,65
DQ-KC-LND,1/16/2025,Label Nama DQLab,Kertas & Cetak,92,164850,89850,154
DQ-M-MCD,1/16/2025,Mousepad Custom DQLab,Merchandise,11,89850,59850,81
DQ-M-MCD,1/16/2025,Mousepad Custom DQLab,Merchandise,11,89850,59850,81
DQ-AT-SPD,1/16/2025,Set Pulpen DQLab,Alat Tulis,15,149850,44850,62
DQ-M-STED,1/16/2025,Set Tulis Eksekutif DQLab,Merchandise,29,299850,209850,41
DQ-E-PMD,1/16/2025,Printer Mini DQLab,Elektronik,56,599850,524850,149
DQ-KC-KWD,1/16/2025,Kertas Warna DQLab,Kertas & Cetak,139,239850,209850,218
DQ-E-KBD,1/16/2025,Kalkulator Besar DQLab,Elektronik,13,149850,104850,77
DQ-O-MED,1/16/2025,Map Eksklusif DQLab,Organisasi,22,299850,209850,32
DQ-E-LMD,1/16/2025,Label Maker DQLab,Elektronik,53,299850,224850,132
DQ-AT-TRD,1/16/2025,Tipe-X Roller DQLab,Alat Tulis,67,44850,29850,121
DQ-E-STD,1/16/2025,Stempel + Tinta DQLab,Elektronik,24,374850,314850,80
DQ-PM-SBD,1/16/2025,Staples + Box DQLab,Perlengkapan Meja,41,74850,59850,129
DQ-M-GKD,1/16/2025,Gantungan Kunci DQLab,Merchandise,2,299850,134850,37
DQ-E-PLD,1/16/2025,Powerbank Logo DQLab,Elektronik,83,299850,269850,106
DQ-P-LCD,1/16/2025,Lakban + Cutter DQLab,Pengemasan,4,134850,119850,67
DQ-E-TMD,1/16/2025,Timbangan Mini DQLab,Elektronik,9,224850,179850,89
DQ-M-TLD,1/16/2025,Tumbler Logo DQLab,Merchandise,30,194850,164850,85
DQ-M-BAD,1/17/2025,Buku Agenda DQLab,Merchandise,89,239850,149850,129
DQ-M-TLD,1/17/2025,Termos Logo DQLab,Merchandise,47,194850,149850,144
DQ-AT-SND,1/17/2025,Sticky Notes DQLab,Alat Tulis,148,59850,29850,216
DQ-E-EKD,1/17/2025,Earphone Kantor DQLab,Elektronik,112,224850,104850,150
DQ-M-BMD,1/17/2025,Botol Minum DQLab,Merchandise,10,239850,179850,36
DQ-KC-KND,1/17/2025,Kartu Nama DQLab,Kertas & Cetak,58,104850,59850,81
DQ-O-KSD,1/17/2025,Kotak Serbaguna DQLab,Organisasi,12,224850,164850,57
DQ-PM-BSD,1/17/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,20,314850,164850,87
DQ-E-HKD,1/17/2025,Headset Kantor DQLab,Elektronik,40,314850,224850,73
DQ-KC-LND,1/17/2025,Label Nama DQLab,Kertas & Cetak,24,164850,89850,96
DQ-M-MCD,1/17/2025,Mousepad Custom DQLab,Merchandise,15,89850,59850,49
DQ-M-MCD,1/17/2025,Mousepad Custom DQLab,Merchandise,15,89850,59850,49
DQ-AT-SPD,1/17/2025,Set Pulpen DQLab,Alat Tulis,23,149850,44850,91
DQ-E-PMD,1/17/2025,Printer Mini DQLab,Elektronik,72,599850,524850,113
DQ-KC-KWD,1/17/2025,Kertas Warna DQLab,Kertas & Cetak,187,239850,209850,278
DQ-E-KBD,1/17/2025,Kalkulator Besar DQLab,Elektronik,17,149850,104850,44
DQ-M-TKD,1/17/2025,Tempat Kartu DQLab,Merchandise,10,149850,74850,56
DQ-E-LMD,1/17/2025,Label Maker DQLab,Elektronik,9,299850,224850,44
DQ-AT-TRD,1/17/2025,Tipe-X Roller DQLab,Alat Tulis,139,44850,29850,157
DQ-PM-SBD,1/17/2025,Staples + Box DQLab,Perlengkapan Meja,48,74850,59850,121
DQ-M-GKD,1/17/2025,Gantungan Kunci DQLab,Merchandise,19,299850,134850,100
DQ-E-PLD,1/17/2025,Powerbank Logo DQLab,Elektronik,60,299850,269850,89
DQ-P-LCD,1/17/2025,Lakban + Cutter DQLab,Pengemasan,11,134850,119850,74
DQ-E-TMD,1/17/2025,Timbangan Mini DQLab,Elektronik,13,224850,179850,108
DQ-M-TLD,1/17/2025,Tumbler Logo DQLab,Merchandise,19,194850,164850,111
DQ-M-BAD,1/18/2025,Buku Agenda DQLab,Merchandise,15,239850,149850,54
DQ-M-TLD,1/18/2025,Termos Logo DQLab,Merchandise,62,194850,149850,124
DQ-AT-SND,1/18/2025,Sticky Notes DQLab,Alat Tulis,185,59850,29850,257
DQ-BC-NAD,1/18/2025,Notebook A5 DQLab,Buku Catatan,14,194850,149850,34
DQ-M-DKD,1/18/2025,Dompet Kartu DQLab,Merchandise,11,149850,119850,51
DQ-E-EKD,1/18/2025,Earphone Kantor DQLab,Elektronik,118,224850,104850,176
DQ-M-BMD,1/18/2025,Botol Minum DQLab,Merchandise,26,239850,179850,122
DQ-KC-KND,1/18/2025,Kartu Nama DQLab,Kertas & Cetak,87,104850,59850,115
DQ-O-KSD,1/18/2025,Kotak Serbaguna DQLab,Organisasi,16,224850,164850,37
DQ-PM-BSD,1/18/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,64,314850,164850,88
DQ-KC-LND,1/18/2025,Label Nama DQLab,Kertas & Cetak,36,164850,89850,76
DQ-M-MCD,1/18/2025,Mousepad Custom DQLab,Merchandise,44,89850,59850,96
DQ-M-MCD,1/18/2025,Mousepad Custom DQLab,Merchandise,44,89850,59850,96
DQ-M-STED,1/18/2025,Set Tulis Eksekutif DQLab,Merchandise,24,299850,209850,70
DQ-E-PMD,1/18/2025,Printer Mini DQLab,Elektronik,91,599850,524850,179
DQ-KC-KWD,1/18/2025,Kertas Warna DQLab,Kertas & Cetak,188,239850,209850,226
DQ-PM-PKD,1/18/2025,Papan Klip DQLab,Perlengkapan Meja,4,374850,134850,39
DQ-E-KBD,1/18/2025,Kalkulator Besar DQLab,Elektronik,2,149850,104850,13
DQ-O-MED,1/18/2025,Map Eksklusif DQLab,Organisasi,9,299850,209850,102
DQ-M-TKD,1/18/2025,Tempat Kartu DQLab,Merchandise,29,149850,74850,53
DQ-E-LMD,1/18/2025,Label Maker DQLab,Elektronik,14,299850,224850,27
DQ-AT-TRD,1/18/2025,Tipe-X Roller DQLab,Alat Tulis,85,44850,29850,180
DQ-E-STD,1/18/2025,Stempel + Tinta DQLab,Elektronik,8,374850,314850,67
DQ-M-GKD,1/18/2025,Gantungan Kunci DQLab,Merchandise,6,299850,134850,53
DQ-E-PLD,1/18/2025,Powerbank Logo DQLab,Elektronik,45,299850,269850,77
DQ-P-LCD,1/18/2025,Lakban + Cutter DQLab,Pengemasan,9,134850,119850,77
DQ-E-TMD,1/18/2025,Timbangan Mini DQLab,Elektronik,13,224850,179850,112
DQ-M-TLD,1/18/2025,Tumbler Logo DQLab,Merchandise,19,194850,164850,103
DQ-M-BAD,1/19/2025,Buku Agenda DQLab,Merchandise,108,239850,149850,145
DQ-M-TLD,1/19/2025,Termos Logo DQLab,Merchandise,42,194850,149850,117
DQ-AT-SND,1/19/2025,Sticky Notes DQLab,Alat Tulis,238,59850,29850,255
